order_id,order_number,shipping_date,order_date,order_status,order_total,total_price,address_id,customer_id
420,420,2024-10-11,2024-10-24,completed,1,12881700.0,2,1
421,421,2024-10-04,2024-10-05,completed,1,612000.0,2,3
422,422,2024-01-08,2024-02-20,completed,1,1941000.0,3,3
423,423,2024-07-20,2024-07-31,completed,1,2946600.0,2,3
424,424,2024-06-21,2024-07-23,completed,1,6220000.0,2,3
425,425,2024-04-01,2024-04-28,completed,1,1574000.0,1,1
426,426,2024-09-25,2024-10-04,cancelled,1,2483000.0,2,2
427,427,2024-10-22,2024-11-09,completed,1,1682000.0,1,2
428,428,2024-09-17,2024-10-21,cancelled,1,4326000.0,3,3
429,429,2024-02-29,2024-06-15,completed,1,1234000.0,4,1
430,430,2024-01-14,2024-10-02,completed,1,5550000.0,3,1
431,431,2024-04-29,2024-11-02,completed,1,3440000.0,4,1
432,432,2024-09-24,2024-10-14,completed,1,1850000.0,4,1
433,433,2024-09-19,2024-11-01,completed,1,615000.0,4,3
434,434,2024-02-27,2024-11-12,completed,1,22850000.0,2,2
435,435,2024-08-17,2024-10-11,cancelled,1,16485000.0,3,1
436,436,2024-02-05,2024-06-01,completed,1,2943000.0,4,1
437,437,2024-04-02,2024-04-18,completed,1,5588000.0,3,2
438,438,2024-11-07,2024-11-09,completed,1,1052000.0,2,2
439,439,2024-02-25,2024-07-29,completed,1,3366000.0,1,3
440,440,2024-11-08,2024-11-09,completed,1,2662000.0,4,3
441,441,2024-11-04,2024-11-07,completed,1,5724000.0,2,1
442,442,2024-07-15,2024-11-09,cancelled,1,2397000.0,2,3
443,443,2024-03-16,2024-06-08,completed,1,5308600.0,4,3
444,444,2024-08-05,2024-11-04,cancelled,1,3548000.0,3,2
445,445,2024-05-28,2024-08-03,completed,1,1665000.0,3,1
446,446,2024-01-01,2024-03-05,completed,1,526000.0,4,2
447,447,2024-04-09,2024-10-26,completed,1,1578000.0,2,2
448,448,2024-01-09,2024-02-23,completed,1,1827000.0,3,1
449,449,2024-04-16,2024-05-24,completed,1,2487000.0,2,1
450,450,2024-03-22,2024-07-10,completed,1,1548000.0,4,3
451,451,2024-09-22,2024-10-30,completed,1,4796000.0,4,3
452,452,2024-04-10,2024-08-28,completed,1,2445000.0,2,2
453,453,2024-02-26,2024-11-09,completed,1,5224000.0,3,3
454,454,2024-06-04,2024-07-04,completed,1,1578000.0,1,3
455,455,2024-11-02,2024-11-05,completed,1,1821000.0,3,2
456,456,2024-04-14,2024-05-09,completed,1,2115000.0,4,1
457,457,2024-05-14,2024-10-17,completed,1,5649000.0,1,1
458,458,2024-07-25,2024-08-16,completed,1,526000.0,1,1
459,459,2024-10-20,2024-11-07,completed,1,1448000.0,1,2
460,460,2024-09-22,2024-10-12,completed,1,1457000.0,4,2
461,461,2024-10-27,2024-11-13,cancelled,1,6774000.0,4,3
462,462,2024-06-29,2024-07-24,completed,1,5457000.0,4,2
463,463,2024-05-01,2024-05-17,completed,1,2560000.0,3,1
464,464,2024-04-02,2024-05-13,cancelled,1,15960950.0,1,2
465,465,2024-05-13,2024-06-22,completed,1,2952000.0,3,1
466,466,2024-03-27,2024-10-11,cancelled,1,847000.0,2,3
467,467,2024-01-29,2024-04-14,completed,1,2471000.0,1,1
468,468,2024-05-02,2024-11-04,completed,1,80470000.0,1,1
469,469,2024-07-22,2024-10-17,completed,1,4465800.0,2,2
470,470,2024-01-19,2024-06-19,completed,1,1833000.0,4,1
471,471,2024-01-31,2024-08-31,completed,1,1197000.0,4,2
472,472,2024-05-04,2024-10-07,cancelled,1,8496000.0,4,1
473,473,2024-03-03,2024-11-06,completed,1,17059000.0,3,3
474,474,2024-02-19,2024-09-10,completed,1,2078000.0,4,2
475,475,2024-04-21,2024-09-05,completed,1,17748000.0,3,1
476,476,2024-04-02,2024-07-12,completed,1,697000.0,4,3
477,477,2024-03-10,2024-10-08,completed,1,6576000.0,4,3
478,478,2024-07-24,2024-08-05,completed,1,2080000.0,1,1
479,479,2024-02-14,2024-05-03,completed,1,1578000.0,2,1
480,480,2024-04-09,2024-11-01,cancelled,1,1920000.0,4,1
481,481,2024-08-31,2024-10-01,completed,1,3260000.0,3,1
482,482,2024-09-01,2024-11-09,completed,1,1340000.0,2,3
483,483,2024-06-30,2024-07-09,completed,1,1563000.0,1,3
484,484,2024-05-28,2024-09-05,completed,1,2142000.0,2,1
485,485,2024-02-22,2024-03-24,cancelled,1,4260000.0,1,2
486,486,2024-11-03,2024-11-08,completed,1,2852000.0,1,1
487,487,2024-04-07,2024-05-20,completed,1,1029000.0,4,2
488,488,2024-05-16,2024-07-27,completed,1,1214000.0,3,2
489,489,2024-02-21,2024-09-28,completed,1,4838000.0,2,1
490,490,2024-03-15,2024-10-04,completed,1,5154000.0,1,2
491,491,2024-11-04,2024-11-04,completed,1,5673000.0,1,3
492,492,2024-04-06,2024-07-24,completed,1,796000.0,1,1
493,493,2024-02-10,2024-11-01,completed,1,2613600.0,4,2
494,494,2024-03-21,2024-03-27,completed,1,2168000.0,2,1
495,495,2024-01-05,2024-11-07,completed,1,2223000.0,2,3
496,496,2024-07-27,2024-11-11,completed,1,50664000.0,3,3
497,497,2024-05-05,2024-09-20,completed,1,782800.0,1,3
498,498,2024-08-01,2024-10-08,completed,1,1378000.0,2,3
499,499,2024-10-27,2024-11-02,completed,1,2137500.0,1,3
500,500,2024-06-02,2024-07-15,completed,1,661000.0,4,3
501,501,2024-07-22,2024-10-27,completed,1,1094400.0,2,2
502,502,2024-08-22,2024-10-24,completed,1,3734000.0,3,1
503,503,2024-03-18,2024-08-20,completed,1,940000.0,1,2
504,504,2024-04-15,2024-06-11,cancelled,1,1578000.0,3,2
505,505,2024-04-17,2024-09-19,cancelled,1,2424000.0,4,1
506,506,2024-04-08,2024-07-27,completed,1,3260000.0,4,2
507,507,2024-08-09,2024-09-22,completed,1,1622000.0,1,3
508,508,2024-07-24,2024-08-04,completed,1,2154000.0,4,3
509,509,2024-08-07,2024-10-29,completed,1,1474000.0,1,3
510,510,2024-04-12,2024-05-31,completed,1,5682000.0,3,2
511,511,2024-03-25,2024-09-01,completed,1,2354400.0,1,3
512,512,2024-07-14,2024-09-01,completed,1,5702000.0,1,1
513,513,2024-07-12,2024-09-09,completed,1,2140000.0,1,1
514,514,2024-03-16,2024-08-15,completed,1,3949000.0,4,2
515,515,2024-01-17,2024-07-04,completed,1,47882850.0,2,1
516,516,2024-03-05,2024-05-02,completed,1,526000.0,2,1
517,517,2024-10-12,2024-11-09,completed,1,5278000.0,3,1
518,518,2024-06-24,2024-08-10,completed,1,1593000.0,2,3
519,519,2024-10-02,2024-10-08,completed,1,1085000.0,3,1
520,520,2024-02-25,2024-09-20,cancelled,1,55680000.0,4,1
521,521,2024-02-12,2024-03-10,cancelled,1,1052000.0,4,2
522,522,2024-03-04,2024-10-02,completed,1,1392000.0,1,2
523,523,2024-01-20,2024-06-27,completed,1,25896000.0,4,2
524,524,2024-09-30,2024-11-07,completed,1,4017000.0,3,1
525,525,2024-06-27,2024-07-04,completed,1,1348000.0,4,2
526,526,2024-01-26,2024-03-25,cancelled,1,1499100.0,3,1
527,527,2024-07-05,2024-08-03,completed,1,9312000.0,4,3
528,528,2024-03-06,2024-10-04,completed,1,17059000.0,4,2
529,529,2024-08-03,2024-08-09,completed,1,4404000.0,1,3
530,530,2024-07-20,2024-09-18,completed,1,1992000.0,4,3
531,531,2024-08-31,2024-11-01,completed,1,1614600.0,1,3
532,532,2024-04-11,2024-08-28,completed,1,1192250.0,2,2
533,533,2024-05-30,2024-06-07,completed,1,14150000.0,4,3
534,534,2024-02-11,2024-09-29,cancelled,1,1554000.0,4,1
535,535,2024-06-06,2024-07-13,completed,1,1284000.0,2,2
536,536,2024-10-14,2024-10-18,cancelled,1,2049000.0,3,3
537,537,2024-02-17,2024-07-13,completed,1,4152450.0,3,3
538,538,2024-03-30,2024-08-09,completed,1,1582000.0,3,3
539,539,2024-07-26,2024-08-31,completed,1,1084000.0,2,3
540,540,2024-07-07,2024-07-19,completed,1,2204000.0,1,3
541,541,2024-01-16,2024-07-13,completed,1,12319000.0,2,3
542,542,2024-08-07,2024-09-04,completed,1,5319000.0,4,2
543,543,2024-04-11,2024-07-12,cancelled,1,3800000.0,2,2
544,544,2024-09-18,2024-11-05,completed,1,1947000.0,4,1
545,545,2024-10-23,2024-11-10,completed,1,3492000.0,4,2
546,546,2024-10-29,2024-11-02,completed,1,1578000.0,2,1
547,547,2024-06-06,2024-08-12,completed,1,4338000.0,1,3
548,548,2024-09-28,2024-10-19,completed,1,526000.0,4,1
549,549,2024-04-18,2024-04-22,completed,1,4992000.0,1,2
550,550,2024-05-17,2024-08-02,completed,1,5546000.0,2,2
551,551,2024-03-15,2024-09-16,cancelled,1,5001000.0,3,2
552,552,2024-03-23,2024-04-26,completed,1,4592000.0,1,2
553,553,2024-07-21,2024-08-17,completed,1,3984000.0,2,1
554,554,2024-02-12,2024-08-23,completed,1,3912000.0,1,2
555,555,2024-01-31,2024-04-20,completed,1,5340000.0,3,2
556,556,2024-01-29,2024-07-10,completed,1,2282000.0,4,2
557,557,2024-05-19,2024-07-27,completed,1,12963000.0,1,3
558,558,2024-04-07,2024-09-03,completed,1,23910000.0,3,3
559,559,2024-03-15,2024-07-25,completed,1,5073000.0,3,1
560,560,2024-10-12,2024-10-22,completed,1,31526000.0,1,1
561,561,2024-04-30,2024-09-16,completed,1,5601000.0,4,3
562,562,2024-06-30,2024-08-30,completed,1,2840000.0,3,1
563,563,2024-05-23,2024-07-14,completed,1,7596000.0,1,1
564,564,2024-03-05,2024-03-18,completed,1,1962000.0,4,3
565,565,2024-07-27,2024-08-09,cancelled,1,1640000.0,2,2
566,566,2024-03-06,2024-10-17,completed,1,50664000.0,4,3
567,567,2024-04-28,2024-09-22,completed,1,1819000.0,3,1
568,568,2024-09-15,2024-10-17,completed,1,685000.0,1,3
569,569,2024-07-06,2024-08-30,completed,1,7801000.0,1,3
570,570,2024-04-27,2024-10-06,completed,1,3148000.0,4,2
571,571,2024-02-05,2024-05-14,completed,1,4926000.0,2,2
572,572,2024-04-26,2024-06-27,completed,1,1777000.0,4,2
573,573,2024-07-06,2024-09-26,completed,1,985000.0,1,1
574,574,2024-04-20,2024-07-10,completed,1,3376000.0,3,2
575,575,2024-04-28,2024-08-26,completed,1,2950000.0,1,3
576,576,2024-11-13,2024-11-13,completed,1,1894000.0,2,1
577,577,2024-08-25,2024-11-04,completed,1,2943000.0,3,1
578,578,2024-10-01,2024-10-20,completed,1,13272000.0,2,2
579,579,2024-11-07,2024-11-10,completed,1,3560000.0,4,2
580,580,2024-06-22,2024-10-06,completed,1,3588000.0,2,1
581,581,2024-10-07,2024-10-17,completed,1,1328000.0,3,1
582,582,2024-10-31,2024-11-11,completed,1,5166000.0,4,3
583,583,2024-07-05,2024-07-09,completed,1,2618000.0,1,3
584,584,2024-04-13,2024-07-06,completed,1,526000.0,1,1
585,585,2024-01-06,2024-01-30,completed,1,6024900.0,1,1
586,586,2024-01-08,2024-01-12,completed,1,3216000.0,1,3
587,587,2024-07-25,2024-09-16,completed,1,1052000.0,2,3
588,588,2024-11-09,2024-11-12,completed,1,10710000.0,2,3
589,589,2024-08-05,2024-08-30,completed,1,666000.0,2,3
590,590,2024-03-01,2024-08-10,cancelled,1,946000.0,4,3
591,591,2024-09-24,2024-11-07,completed,1,1577000.0,3,2
592,592,2024-04-12,2024-11-11,completed,1,836950.0,3,3
593,593,2024-05-26,2024-06-30,completed,1,4605000.0,2,3
594,594,2024-03-09,2024-11-04,completed,1,706000.0,2,1
595,595,2024-09-18,2024-10-23,cancelled,1,741000.0,2,1
596,596,2024-02-19,2024-10-31,completed,1,2714000.0,2,1
597,597,2024-07-25,2024-10-24,completed,1,803000.0,3,3
598,598,2024-10-17,2024-11-03,completed,1,1180000.0,3,2
599,599,2024-05-05,2024-08-04,completed,1,1926000.0,2,3
600,600,2024-03-10,2024-03-26,completed,1,1624000.0,3,3
601,601,2024-05-22,2024-08-06,completed,1,4890000.0,1,1
602,602,2024-10-18,2024-10-22,cancelled,1,12206000.0,1,1
603,603,2024-03-29,2024-11-05,completed,1,4515000.0,2,2
604,604,2024-10-16,2024-10-23,completed,1,4299000.0,1,3
605,605,2024-07-17,2024-10-15,completed,1,2211000.0,4,3
606,606,2024-09-24,2024-09-30,completed,1,2013000.0,1,2
607,607,2024-06-02,2024-09-02,completed,1,2928000.0,3,2
608,608,2024-11-12,2024-11-12,completed,1,5528000.0,2,3
609,609,2024-02-06,2024-07-01,completed,1,824000.0,4,1
610,610,2024-01-08,2024-06-03,completed,1,1226700.0,2,3
611,611,2024-05-23,2024-10-10,completed,1,13023000.0,2,3
612,612,2024-04-28,2024-06-21,completed,1,1230000.0,2,3
613,613,2024-05-31,2024-10-24,completed,1,18073000.0,3,1
614,614,2024-06-03,2024-09-16,completed,1,6297000.0,2,2
615,615,2024-08-22,2024-10-11,completed,1,2925000.0,3,3
616,616,2024-07-06,2024-09-15,completed,1,6738000.0,1,2
617,617,2024-11-01,2024-11-05,cancelled,1,4190000.0,3,3
618,618,2024-08-28,2024-09-05,completed,1,459000.0,1,3
619,619,2024-02-16,2024-02-17,completed,1,1811000.0,2,1
620,620,2024-10-15,2024-10-29,completed,1,9610000.0,4,2
621,621,2024-02-03,2024-06-12,completed,1,5868000.0,2,2
622,622,2024-11-12,2024-11-12,completed,1,1226700.0,4,3
623,623,2024-05-24,2024-10-03,completed,1,1578000.0,4,2
624,624,2024-05-29,2024-09-24,completed,1,17904000.0,1,1
625,625,2024-03-12,2024-10-07,completed,1,3424000.0,1,1
626,626,2024-02-19,2024-05-24,completed,1,891000.0,3,3
627,627,2024-05-28,2024-10-14,completed,1,5481000.0,1,1
628,628,2024-07-20,2024-09-30,completed,1,11748000.0,1,2
629,629,2024-06-21,2024-09-01,completed,1,51177000.0,2,3
630,630,2024-04-26,2024-11-02,completed,1,5112900.0,1,1
631,631,2024-09-15,2024-10-02,completed,1,609000.0,1,1
632,632,2024-01-20,2024-04-02,completed,1,1950000.0,3,1
633,633,2024-01-10,2024-09-13,completed,1,17103000.0,4,3
634,634,2024-08-13,2024-09-15,cancelled,1,3507000.0,2,2
635,635,2024-04-27,2024-06-23,completed,1,6108000.0,3,2
636,636,2024-06-02,2024-07-22,completed,1,4422000.0,2,3
637,637,2024-05-30,2024-07-14,completed,1,526000.0,4,3
638,638,2024-06-26,2024-10-23,completed,1,6846000.0,4,1
639,639,2024-08-24,2024-10-03,cancelled,1,9036000.0,4,3
640,640,2024-03-01,2024-06-05,completed,1,4686000.0,1,1
641,641,2024-09-26,2024-10-13,completed,1,3905000.0,1,2
642,642,2024-06-13,2024-07-13,completed,1,3507000.0,1,1
643,643,2024-05-08,2024-07-23,completed,1,2079000.0,1,2
644,644,2024-05-26,2024-06-09,completed,1,2908000.0,4,3
645,645,2024-01-21,2024-10-20,cancelled,1,3939000.0,1,3
646,646,2024-09-07,2024-09-20,completed,1,770000.0,4,3
647,647,2024-05-28,2024-06-18,completed,1,1052000.0,1,3
648,648,2024-07-16,2024-08-17,completed,1,3384000.0,3,3
649,649,2024-10-14,2024-11-07,completed,1,4062000.0,4,1
650,650,2024-08-30,2024-10-15,completed,1,1630000.0,4,1
651,651,2024-01-09,2024-10-06,completed,1,4380000.0,3,3
652,652,2024-08-15,2024-10-31,completed,1,1052000.0,2,1
653,653,2024-11-08,2024-11-11,completed,1,749000.0,2,1
654,654,2024-01-31,2024-11-13,completed,1,5604000.0,4,3
655,655,2024-03-27,2024-07-01,completed,1,1052000.0,1,3
656,656,2024-10-09,2024-11-08,completed,1,1338000.0,2,3
657,657,2024-09-07,2024-11-02,cancelled,1,7329000.0,1,2
658,658,2024-07-30,2024-07-31,completed,1,1992000.0,1,2
659,659,2024-07-12,2024-08-11,completed,1,3844000.0,4,2
660,660,2024-06-08,2024-10-24,completed,1,4188000.0,1,1
661,661,2024-05-28,2024-11-02,cancelled,1,10164000.0,2,1
662,662,2024-01-10,2024-05-21,completed,1,2006000.0,4,1
663,663,2024-08-19,2024-09-02,completed,1,951300.0,4,1
664,664,2024-04-28,2024-07-28,completed,1,1363000.0,3,1
665,665,2024-09-09,2024-09-19,completed,1,1578000.0,2,2
666,666,2024-08-11,2024-08-31,completed,1,18073000.0,1,3
667,667,2024-07-09,2024-09-02,completed,1,10812000.0,4,1
668,668,2024-08-06,2024-09-30,completed,1,808000.0,1,3
669,669,2024-02-15,2024-04-13,completed,1,7011000.0,1,1
670,670,2024-07-24,2024-10-23,cancelled,1,526000.0,1,2
671,671,2024-09-06,2024-09-30,completed,1,16869000.0,1,3
672,672,2024-01-11,2024-06-29,completed,1,6126000.0,1,2
673,673,2024-01-31,2024-06-03,completed,1,1032000.0,2,2
674,674,2024-09-23,2024-10-05,completed,1,1578000.0,1,1
675,675,2024-05-12,2024-08-04,completed,1,3087000.0,4,1
676,676,2024-04-05,2024-10-13,completed,1,2022000.0,3,3
677,677,2024-08-09,2024-11-10,completed,1,1618800.0,1,1
678,678,2024-09-08,2024-11-02,completed,1,1578000.0,4,3
679,679,2024-06-08,2024-07-15,completed,1,1052000.0,4,1
680,680,2024-09-16,2024-10-20,cancelled,1,2480000.0,4,2
681,681,2024-09-26,2024-10-11,completed,1,5240000.0,4,2
682,682,2024-03-25,2024-08-07,completed,1,46836000.0,1,1
683,683,2024-09-20,2024-10-17,completed,1,1378000.0,2,3
684,684,2024-01-10,2024-09-13,completed,1,8811000.0,1,3
685,685,2024-08-05,2024-09-10,completed,1,1368000.0,2,2
686,686,2024-04-02,2024-07-14,completed,1,2396000.0,1,3
687,687,2024-08-07,2024-09-29,completed,1,18144000.0,3,2
688,688,2024-02-08,2024-03-04,completed,1,5126400.0,4,2
689,689,2024-04-01,2024-09-25,completed,1,6516000.0,2,1
690,690,2024-07-27,2024-10-05,completed,1,6803000.0,3,1
691,691,2024-05-27,2024-09-11,completed,1,473400.0,1,3
692,692,2024-10-08,2024-10-22,completed,1,15897600.0,1,1
693,693,2024-10-04,2024-11-01,completed,1,4773000.0,2,2
694,694,2024-04-16,2024-06-22,completed,1,11817000.0,1,3
695,695,2024-06-15,2024-09-24,completed,1,10311000.0,2,3
696,696,2024-07-18,2024-11-04,completed,1,4960000.0,1,1
697,697,2024-04-25,2024-06-22,completed,1,1992000.0,4,1
698,698,2024-01-23,2024-10-03,completed,1,4364000.0,4,1
699,699,2024-01-09,2024-10-08,completed,1,3008000.0,1,2
700,700,2024-11-03,2024-11-08,completed,1,2648000.0,1,3
701,701,2024-06-24,2024-08-20,completed,1,2040000.0,4,3
702,702,2024-03-19,2024-06-11,cancelled,1,2698000.0,4,3
703,703,2024-08-22,2024-11-10,completed,1,3908000.0,1,1
704,704,2024-05-05,2024-10-17,completed,1,2366000.0,1,3
705,705,2024-08-31,2024-10-25,completed,1,526000.0,4,1
706,706,2024-09-24,2024-10-11,completed,1,68125000.0,4,2
707,707,2024-01-18,2024-02-13,completed,1,988000.0,1,3
708,708,2024-03-27,2024-11-10,cancelled,1,3260000.0,2,3
709,709,2024-03-23,2024-04-02,completed,1,6624000.0,2,3
710,710,2024-07-20,2024-10-03,completed,1,1812000.0,1,2
711,711,2024-03-18,2024-08-09,completed,1,4017000.0,4,3
712,712,2024-02-28,2024-08-10,cancelled,1,1294000.0,4,2
713,713,2024-07-19,2024-10-13,completed,1,1336000.0,4,2
714,714,2024-09-12,2024-10-17,completed,1,53766000.0,1,3
715,715,2024-10-06,2024-10-25,completed,1,3260000.0,1,1
716,716,2024-06-30,2024-07-25,cancelled,1,2514000.0,4,3
717,717,2024-03-25,2024-03-28,completed,1,955000.0,4,1
718,718,2024-01-24,2024-10-15,completed,1,13635000.0,3,1
719,719,2024-01-01,2024-05-17,completed,1,2997000.0,4,2
720,720,2024-08-25,2024-09-24,cancelled,1,526000.0,3,2
721,721,2024-01-09,2024-10-12,completed,1,3819000.0,4,1
722,722,2024-09-12,2024-11-13,cancelled,1,749000.0,3,2
723,723,2024-04-21,2024-07-25,completed,1,3237600.0,1,1
724,724,2024-02-13,2024-04-15,completed,1,526000.0,2,3
725,725,2024-10-28,2024-11-12,completed,1,4494000.0,4,3
726,726,2024-01-05,2024-02-18,completed,1,7122000.0,1,1
727,727,2024-01-31,2024-10-10,completed,1,7854000.0,3,3
728,728,2024-09-07,2024-10-17,completed,1,4806000.0,3,3
729,729,2024-02-10,2024-05-13,completed,1,1419000.0,2,3
730,730,2024-01-27,2024-02-02,completed,1,1325700.0,3,3
731,731,2024-05-19,2024-11-04,completed,1,1672000.0,2,1
732,732,2024-06-08,2024-08-17,completed,1,13860000.0,1,3
733,733,2024-09-02,2024-11-03,completed,1,1364200.0,1,2
734,734,2024-10-29,2024-11-05,completed,1,3288000.0,4,2
735,735,2024-07-19,2024-11-13,completed,1,1785000.0,2,1
736,736,2024-08-15,2024-09-14,completed,1,45700200.0,1,1
737,737,2024-03-18,2024-10-04,completed,1,855000.0,1,2
738,738,2024-08-21,2024-09-26,completed,1,21432000.0,4,2
739,739,2024-10-04,2024-10-21,completed,1,2925000.0,4,1
740,740,2024-08-23,2024-09-27,completed,1,25100000.0,1,3
741,741,2024-03-27,2024-09-22,completed,1,3921000.0,3,2
742,742,2024-05-20,2024-07-06,completed,1,4890000.0,1,3
743,743,2024-07-08,2024-07-08,completed,1,5458000.0,1,3
744,744,2024-07-03,2024-08-24,completed,1,3260000.0,4,1
745,745,2024-05-21,2024-06-25,cancelled,1,7623000.0,1,3
746,746,2024-09-01,2024-11-13,completed,1,2001000.0,1,1
747,747,2024-06-01,2024-10-15,completed,1,1578000.0,4,3
748,748,2024-08-02,2024-08-10,completed,1,526000.0,1,1
749,749,2024-06-24,2024-10-20,cancelled,1,2514000.0,3,1
750,750,2024-05-17,2024-09-27,completed,1,1578000.0,1,3
751,751,2024-08-19,2024-09-10,completed,1,2773800.0,1,1
752,752,2024-03-23,2024-06-20,completed,1,5839000.0,4,3
753,753,2024-04-29,2024-11-11,completed,1,1578000.0,1,2
754,754,2024-08-21,2024-11-02,completed,1,1712000.0,2,1
755,755,2024-01-31,2024-04-18,completed,1,1112000.0,1,2
756,756,2024-08-12,2024-09-02,completed,1,1852500.0,2,2
757,757,2024-01-15,2024-08-23,completed,1,6123700.0,4,2
758,758,2024-03-24,2024-05-22,completed,1,3260000.0,2,3
759,759,2024-07-06,2024-10-18,completed,1,1806000.0,1,2
760,760,2024-09-23,2024-10-05,completed,1,3979800.0,3,3
761,761,2024-09-04,2024-10-08,completed,1,2845000.0,4,1
762,762,2024-07-07,2024-08-30,completed,1,3988000.0,3,1
763,763,2024-09-10,2024-09-15,completed,1,664000.0,3,3
764,764,2024-06-04,2024-11-05,cancelled,1,5133000.0,1,1
765,765,2024-02-23,2024-03-12,completed,1,14982000.0,2,1
766,766,2024-04-29,2024-08-25,completed,1,689000.0,4,3
767,767,2024-07-27,2024-11-06,completed,1,6244000.0,3,3
768,768,2024-11-08,2024-11-08,completed,1,3588000.0,3,3
769,769,2024-10-13,2024-10-14,completed,1,968000.0,1,2
770,770,2024-06-29,2024-07-25,completed,1,25832400.0,2,2
771,771,2024-09-13,2024-09-30,cancelled,1,7128000.0,2,1
772,772,2024-10-11,2024-10-15,completed,1,23910000.0,4,1
773,773,2024-02-10,2024-05-03,cancelled,1,1375000.0,1,3
774,774,2024-02-22,2024-05-17,completed,1,1616000.0,3,3
775,775,2024-08-20,2024-09-04,cancelled,1,1792800.0,3,1
776,776,2024-05-02,2024-07-13,completed,1,1867000.0,1,2
777,777,2024-07-05,2024-10-16,cancelled,1,1052000.0,1,2
778,778,2024-05-06,2024-11-03,cancelled,1,4080000.0,3,1
779,779,2024-08-09,2024-11-11,completed,1,1785000.0,3,3
780,780,2024-07-08,2024-09-09,completed,1,5820000.0,1,2
781,781,2024-09-28,2024-10-22,completed,1,7639900.0,2,1
782,782,2024-05-26,2024-06-06,completed,1,10422000.0,2,2
783,783,2024-09-11,2024-10-22,completed,1,1712000.0,4,3
784,784,2024-01-04,2024-11-13,completed,1,3084000.0,4,2
785,785,2024-02-23,2024-08-21,completed,1,2274000.0,2,2
786,786,2024-10-20,2024-11-04,completed,1,1578000.0,4,1
787,787,2024-10-16,2024-10-24,completed,1,3936000.0,4,1
788,788,2024-09-20,2024-10-25,completed,1,4645500.0,2,3
789,789,2024-08-13,2024-10-25,completed,1,1052000.0,4,2
790,790,2024-06-21,2024-09-07,completed,1,1676000.0,4,1
791,791,2024-07-18,2024-10-16,cancelled,1,1578000.0,4,1
792,792,2024-06-30,2024-08-25,completed,1,67206000.0,2,2
793,793,2024-10-31,2024-11-01,completed,1,697000.0,4,2
794,794,2024-07-26,2024-08-15,completed,1,2942000.0,3,3
795,795,2024-07-15,2024-11-04,completed,1,2132000.0,2,2
796,796,2024-10-30,2024-11-10,completed,1,1359000.0,1,3
797,797,2024-07-05,2024-09-23,completed,1,1204000.0,1,1
798,798,2024-06-26,2024-07-13,completed,1,4645500.0,1,3
799,799,2024-07-24,2024-07-31,completed,1,865000.0,3,2
800,800,2024-01-26,2024-02-15,completed,1,526000.0,4,3
801,801,2024-09-02,2024-09-04,completed,1,1260000.0,4,3
802,802,2024-10-03,2024-10-10,cancelled,1,526000.0,4,2
803,803,2024-11-12,2024-11-13,completed,1,7335000.0,4,3
804,804,2024-06-20,2024-10-15,completed,1,3260000.0,3,3
805,805,2024-07-24,2024-09-28,completed,1,1052000.0,3,2
806,806,2024-09-14,2024-10-23,completed,1,10311000.0,3,1
807,807,2024-01-09,2024-04-10,completed,1,1671000.0,2,3
808,808,2024-04-27,2024-08-21,completed,1,2286000.0,1,1
809,809,2024-01-18,2024-03-03,cancelled,1,499700.0,4,2
810,810,2024-08-13,2024-11-05,completed,1,2025000.0,2,3
811,811,2024-06-01,2024-11-06,completed,1,2013000.0,4,3
812,812,2024-03-10,2024-08-26,completed,1,692000.0,2,2
813,813,2024-02-12,2024-09-14,completed,1,2052000.0,1,3
814,814,2024-07-02,2024-10-27,completed,1,8496000.0,3,3
815,815,2024-10-17,2024-11-06,completed,1,6297000.0,4,2
816,816,2024-09-16,2024-09-18,completed,1,1433000.0,3,3
817,817,2024-11-02,2024-11-10,completed,1,15357000.0,3,2
818,818,2024-04-13,2024-04-30,completed,1,2156000.0,3,1
819,819,2024-08-24,2024-08-29,completed,1,1630000.0,4,2
820,820,2024-03-01,2024-05-26,completed,1,5388000.0,3,3
821,821,2024-01-25,2024-10-05,completed,1,39891000.0,1,1
822,822,2024-01-11,2024-09-02,completed,1,4576500.0,4,1
823,823,2024-11-10,2024-11-12,completed,1,1052000.0,3,2
824,824,2024-06-24,2024-06-30,completed,1,6847600.0,1,1
825,825,2024-07-05,2024-07-20,cancelled,1,4908000.0,1,3
826,826,2024-11-03,2024-11-04,completed,1,1795500.0,4,3
827,827,2024-01-21,2024-04-25,completed,1,1887000.0,4,1
828,828,2024-01-28,2024-06-22,cancelled,1,8535000.0,2,3
829,829,2024-07-06,2024-10-24,completed,1,4116000.0,2,3
830,830,2024-07-22,2024-11-03,cancelled,1,1785000.0,3,1
831,831,2024-06-14,2024-11-05,completed,1,8319000.0,3,3
832,832,2024-01-26,2024-10-09,completed,1,1949000.0,3,2
833,833,2024-07-18,2024-10-05,completed,1,2988000.0,4,2
834,834,2024-03-11,2024-11-07,completed,1,50958000.0,3,2
835,835,2024-08-21,2024-09-15,completed,1,658000.0,2,1
836,836,2024-05-27,2024-10-27,completed,1,1606000.0,3,2
837,837,2024-03-20,2024-07-12,completed,1,601000.0,3,3
838,838,2024-01-19,2024-08-28,completed,1,1040000.0,4,1
839,839,2024-09-26,2024-10-02,completed,1,2082000.0,1,2
840,840,2024-05-04,2024-11-02,completed,1,4254000.0,2,1
